duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label
466,udp,ftp,SF,8135,3640,1,0,2,2,0,0,1,0,0,2,2,1,1,1,1,0,442,483,0.9614166196420495,0.20598003587696168,0.3327294765103791,0.9824825806012478,0.6692682917508349,0.17081370630621073,0.11706441298186265,445,339,0.2578108740233376,0.5018402425556384,0.1724463889738591,0.6154909596667192,0.2257630748750281,0.1586371866495987,0.9332250613191283,0.19149340993080233,0.0
214,udp,ftp,SF,5567,7982,0,0,1,0,4,0,3,0,0,1,1,0,2,1,1,1,329,152,0.6791625683195628,0.000943415267631087,0.9399243728857088,0.911818569539447,0.4480854872830765,0.19769030311448754,0.5281777214230171,207,323,0.40682264739846496,0.7779445274703211,0.5796324582018182,0.7537806010864153,0.02513972575631418,0.3126826650277922,0.9383616002960173,0.1673013799931501,0.0
330,icmp,ftp,S0,7667,4107,1,1,1,0,3,1,1,0,1,0,0,0,3,4,1,1,250,428,0.6313759776433766,0.03926505164866023,0.3430267125900244,0.4391306608048505,0.48790019527930184,0.3188173228730047,0.1268728280630933,469,138,0.46006411674756176,0.8413397190060482,0.5555250680627196,0.44721374079378506,0.7229306722386036,0.10591568962877351,0.9141564616535012,0.18119445946918267,0.0
458,icmp,smtp,RSTO,5742,1341,1,0,1,0,2,1,3,0,0,0,0,0,0,0,1,0,294,432,0.2705592564879914,0.9772838231769293,0.9881240759546354,0.03994797328609434,0.2042564679363964,0.5934964158218514,0.592493479176405,203,204,0.297678758562372,0.5797664574342731,0.7396216846529949,0.30972922175133,0.8103643997594371,0.018646586414782895,0.5464210123601028,0.6719438858486502,0.0
87,tcp,http,S0,5788,8407,1,2,2,1,3,0,2,0,0,3,4,0,1,2,0,0,377,125,0.24879178873917707,0.2423536951367623,0.4852304557653562,0.36229349000020483,0.6268026300648439,0.21011777594021452,0.48249306052766294,463,380,0.032947868245529977,0.6189351627634337,0.49924290752477474,0.4828100933283703,0.7968481767721232,0.8046416973346773,0.35621131725386923,0.4594833010501653,0.0
372,tcp,telnet,SF,5408,338,0,0,0,2,1,0,2,0,1,3,4,1,4,4,1,1,270,490,0.9420582194885955,0.663310709504002,0.17916391829015088,0.8263903116005552,0.35874251054288864,0.11633172713326123,0.6225753978327817,306,72,0.5901274059265421,0.2828859097863652,0.2722856607081342,0.32307106840575117,0.12756815136428423,0.13789494241457656,0.007272807694009287,0.9917788783346931,0.0
99,icmp,ftp,S0,8669,5895,1,2,1,1,1,1,2,0,1,0,4,0,0,0,0,1,454,481,0.29827245423412274,0.8390996987996115,0.8911400917935094,0.701499101465166,0.9956451766743493,0.9701168864184322,0.010046981054831594,103,3,0.5241546676947559,0.8948692007055198,0.16939649963157855,0.838971096674068,0.9033011273887593,0.7759768498152423,0.060912226871527086,0.22688591480294484,0.0
871,udp,private,SF,9446,2708,1,0,0,2,2,0,2,0,1,2,0,1,0,0,1,0,412,344,0.7755052967189994,0.5506604592365643,0.4603553731348269,0.4593436555939564,0.48018351526188785,0.021981814809622913,0.1948404916553641,229,75,0.2830006354290777,0.024206044422529827,0.6208188035058918,0.2976737155928457,0.67227882947408,0.7975424789866598,0.42883901529739066,0.31083010102749464,0.0
663,tcp,ftp,S0,922,1750,0,0,0,2,0,0,0,1,0,4,1,0,3,1,1,0,122,399,0.39312179820707915,0.1531445000839562,0.7096713435045244,0.055101535158831094,0.4858856061896132,0.8026974053360216,0.4913304319121309,425,328,0.03797596756960653,0.3486024694428457,0.7189907568532331,0.6597636404530838,0.8975286223768645,0.5379195263292431,0.3993261463915103,0.984240716801649,0.0
130,icmp,private,SF,10394,13597,0,0,2,2,8,0,0,1,1,4,3,1,1,4,0,1,780,225,0.5663219372269828,0.7593193453330063,0.8895337571797348,0.6303167273785006,0.5658517874106719,0.7880351495750221,0.9505035615891348,100,76,0.9945941872219402,0.721800421549856,0.5695212786820326,0.13698222230952783,0.4471605045306636,0.3096819583129514,0.1847139095698832,0.831758140802247,1.0
661,icmp,smtp,SF,2204,2421,1,0,0,2,3,0,4,0,1,0,4,1,2,0,0,1,386,220,0.01071529769535895,0.600251410099583,0.050175350319974,0.4690249397178835,0.9167560031187467,0.297214113845096,0.3836090403551584,28,303,0.4819861868264059,0.08008950967116124,0.7383512771211947,0.6868664937349099,0.43695486108369774,0.14503273374988845,0.3954800280316568,0.46979922067853275,0.0
308,icmp,private,SF,1120,7119,1,2,0,2,1,0,1,0,0,0,1,0,4,0,0,1,338,402,0.5442573370152508,0.7312505893473751,0.09669455978756714,0.928555532894136,0.8008180998597503,0.1356266160073134,0.42437202605363467,126,255,0.7560042417740771,0.18316952742829262,0.14152120244996014,0.9132997116000338,0.7845365186848953,0.7368051067209991,0.1746500654553681,0.5545968855459897,0.0
769,udp,telnet,RSTO,10974,19239,0,2,2,2,5,0,3,1,1,0,2,0,1,4,0,1,815,406,0.7485118238886033,0.5160317585472708,0.8061556444201984,0.8580869384782153,0.4511300697978414,0.14562864670542341,0.7146960890066222,337,409,0.4523140350513355,0.5892857278628512,0.8824701949431355,0.6085831546399083,0.09329785547674352,0.601386985981786,0.8487912527758406,0.8431779206528405,1.0
343,icmp,http,S0,2336,5319,0,1,1,2,2,1,3,0,1,2,4,1,4,2,1,1,347,210,0.3691361938092045,0.9754103676847451,0.281825003295472,0.3116529166546489,0.718699265972796,0.6974316172371925,0.603792757286118,9,101,0.04317029086294144,0.5599936714635579,0.5823955084085031,0.5598553800344772,0.5208740366348857,0.6554534564935641,0.29819487787559884,0.48098024604632805,0.0
491,icmp,private,S0,10973,14270,1,2,0,1,6,0,0,0,1,3,3,1,0,4,0,0,973,24,0.6915507167952922,0.9177853549822802,0.9836066034041342,0.7193276906751873,0.5862354987807616,0.6428065910861737,0.29892615009833323,105,105,0.30960074508550006,0.738928296130955,0.12684392689259716,0.9611182680216402,0.8363842356312257,0.00866908984513104,0.59856435015831,0.20602372358208432,1.0
413,icmp,private,S0,2243,5387,1,0,2,0,2,0,3,1,1,0,2,0,3,4,1,1,462,15,0.3440916178494421,0.3416411126906018,0.039361879819729495,0.06605530782216007,0.4923670487012489,0.7827456742513867,0.4108163955674278,166,332,0.3201101410059012,0.8126126390881718,0.461925204205735,0.6273965553158464,0.8301925630695713,0.9275170157078245,0.5028430619990868,0.8284445385543855,0.0
805,icmp,http,SF,2645,3993,1,1,0,0,3,1,0,0,0,0,2,1,3,2,0,1,34,181,0.5205438373048584,0.6484645569002371,0.021846711986201806,0.9725682356497368,0.19231577278435052,0.9374811723991047,0.21769979885723245,465,38,0.838352904049016,0.12857957851166912,0.8447917378659114,0.2595504332730826,0.956132856342369,0.06629018744655024,0.051882077593992215,0.5377724912756434,0.0
385,tcp,telnet,S0,4612,8680,1,1,0,1,4,1,4,0,1,1,3,1,2,4,0,0,5,498,0.44066488342429355,0.06844070924262613,0.7744856031197909,0.360059901930726,0.4639362634548909,0.691927363266592,0.9660214591302085,256,475,0.6542299779998744,0.01838098977524205,0.8975621934531601,0.2923910238477404,0.6982725935305465,0.36680588514000567,0.9422337194911662,0.1530425971638213,0.0
191,tcp,ftp,S0,1865,8044,0,1,1,1,1,1,1,1,1,2,4,1,3,0,1,0,395,328,0.8799146267270145,0.8973973183215863,0.13443342736955,0.4778673549131358,0.24581858702257464,0.15585153655144346,0.13063438155735974,294,313,0.27542990363947284,0.6896385196589061,0.2646495049987615,0.7053066425359272,0.20777062943972835,0.40271164965170025,0.5272259782504833,0.5055858311843976,0.0
955,icmp,private,SF,6028,8238,1,0,0,1,1,0,4,0,0,0,0,0,0,4,1,1,110,128,0.5055207917234903,0.11938101133819679,0.4677206159711509,0.3552839742369226,0.9148421498516547,0.24344261676541068,0.37183678456641944,276,274,0.967739954659086,0.3013917957663592,0.7112658247104531,0.7354365938921863,0.02028031489458082,0.0013555244979488457,0.3250576433918153,0.4132033805968588,0.0
276,udp,http,REJ,13774,15417,1,2,2,1,9,1,2,0,1,1,3,1,2,2,0,1,835,41,0.6745801932828749,0.8351598169907715,0.8212132865042887,0.9655096379398522,0.33540681349634693,0.8421937308731146,0.02583897222001119,64,87,0.3215418323978714,0.6259839139179536,0.09998524748377668,0.3034962317890152,0.47941579862710193,0.4970893093507971,0.15812656963306826,0.876842531881758,1.0
160,tcp,smtp,SF,6371,4806,0,0,0,2,0,0,2,1,0,4,3,1,1,3,1,0,76,402,0.1383715947205566,0.8157453806261209,0.42835180056884625,0.662232158329593,0.9522640145333723,0.20930607583420857,0.2217794919335464,270,210,0.9982340258287203,0.1505445880622247,0.03354587141215781,0.3453439779263302,0.5137038656225555,0.7528089945110099,0.33852663472683575,0.1260554313607034,0.0
459,icmp,http,S0,6359,8592,1,1,1,0,4,0,2,0,0,0,3,1,3,4,1,1,348,480,0.982739540910386,0.5973123783307118,0.027106652336233106,0.7153223105291356,0.5330552900947112,0.07252231695448141,0.7804711383801549,387,368,0.9961636931702632,0.4690400466659629,0.5603989538199428,0.991056508739087,0.24026258449893145,0.8232686531147722,0.020511603023389502,0.8752098044480255,0.0
313,tcp,smtp,SF,7863,5913,0,0,1,2,1,0,4,1,0,0,2,0,2,1,1,1,146,417,0.24997289086882968,0.3936355202774421,0.7835015025879088,0.26814322961192083,0.6315443786761603,0.7032800540422505,0.20117523228887946,187,76,0.1912105177467418,0.5044247460634369,0.6948275793281259,0.10195254958027744,0.1246974471236032,0.8793969933058844,0.3635581553482977,0.5122110168102847,0.0
21,tcp,telnet,REJ,3228,7124,1,0,2,0,4,1,3,0,1,1,1,0,0,0,1,0,66,335,0.07336406745960267,0.4734356593750214,0.010513224541653488,0.315668481164066,0.5429404444893278,0.40252635549014204,0.0800634025289656,316,76,0.31274111618840017,0.5850778163732161,0.795786731176502,0.4046450284400993,0.586208166190509,0.4877188683153695,0.5314859273045048,0.40436442998114763,0.0
252,udp,ftp,SF,18831,12663,1,2,1,0,5,1,1,0,0,2,0,1,4,0,1,1,900,235,0.5734008158769982,0.7394969668196552,0.5087152727510229,0.8669476854497966,0.1293806169667009,0.9200400525459036,0.4744531798445233,403,441,0.4860441984846542,0.5131700163305644,0.34021623845533466,0.062447531197507455,0.7642556740241413,0.6306361905296505,0.8718662458509447,0.16196718440294033,1.0
747,icmp,http,S0,15386,16942,0,2,0,1,8,1,2,1,0,0,4,0,4,1,1,0,964,359,0.5070398316414453,0.5034787936516456,0.62006331022576,0.5504035985695426,0.37582121900794097,0.6502550710936615,0.009969234734518495,137,27,0.664100671147891,0.4956907702287139,0.006525410428886991,0.821078361998241,0.9931541035901605,0.07951971329649876,0.6873744176977976,0.7008179626386793,1.0
856,icmp,private,REJ,2891,4430,0,1,1,2,2,1,2,1,0,4,4,1,0,1,1,0,121,438,0.4151456539927457,0.8696496848121713,0.4328399210571723,0.03979712733565255,0.09914611227762393,0.09041897779166075,0.08476615442633317,342,244,0.5280474490037993,0.33273415398385553,0.4795192371113538,0.09234583894543225,0.7583026172105185,0.4880382242817499,0.1115823131332414,0.9268067091100405,0.0
560,udp,telnet,RSTO,3756,8820,1,0,2,1,1,1,2,0,1,0,1,0,0,4,1,0,339,401,0.42219223388067806,0.08813443097669149,0.5355424730977982,0.5976823355234591,0.6229540441833817,0.9478565672536607,0.8076258695629751,104,65,0.9694414691322568,0.07118023631808623,0.01585354537356698,0.6740073564627111,0.793632414255581,0.15481575487173527,0.1477463244379611,0.3753773538993198,0.0
474,udp,http,S0,4225,7686,1,0,1,2,4,0,1,1,1,4,3,0,4,1,0,0,174,33,0.7850639210464312,0.7767984372086307,0.47698339261765377,0.8696958848516338,0.4468741952004389,0.2585572636402459,0.7714733448596064,33,265,0.7239891642356915,0.08952019679684231,0.09198451067079993,0.05648342400348205,0.6164608782287975,0.36964311762252144,0.4281233678183747,0.24158500067083344,0.0
58,icmp,private,REJ,94,4232,1,2,1,0,0,0,2,1,1,3,0,1,2,3,1,1,387,344,0.19571264009964906,0.8475476330547363,0.3892086186234388,0.8908321482896335,0.7779849715709368,0.33721249040628576,0.915138820404896,379,381,0.2120448493829744,0.43377827440715366,0.32668902253174836,0.6728550378096911,0.9859226589700177,0.3293053128645993,0.19570775163878784,0.554866916999157,0.0
510,icmp,http,REJ,2674,8007,0,0,1,1,2,0,1,0,1,3,4,0,4,2,0,0,178,380,0.8202533189448897,0.18181765283733875,0.8874245353703603,0.4490377603699617,0.22047048099936983,0.40226041368354204,0.8545154359107495,109,469,0.10509755021363831,0.35579312782099304,0.4371720495601772,0.8430369469277033,0.6399563851145704,0.4235405772415082,0.027849777582755753,0.7961859484338702,0.0
681,udp,smtp,RSTO,15659,11384,1,0,2,1,5,0,2,0,1,4,4,0,0,1,1,1,781,44,0.5207979781282348,0.5115553342338961,0.6865035499392804,0.5743941419245764,0.16456605842933492,0.05122429640431325,0.6831755632398181,431,204,0.6884012907093567,0.5161348046744978,0.27946944122964856,0.39882152692405737,0.8602532863997043,0.5716366179741326,0.8050148801180702,0.0037676945505330517,1.0
475,tcp,http,SF,793,9018,0,0,1,0,0,1,4,0,1,2,3,0,3,1,1,1,450,133,0.4189697737795244,0.16549977466365562,0.3358163646415345,0.07696918300801736,0.4063322309637678,0.49651542223060485,0.05233285730066284,32,57,0.158452440180763,0.30483816925626694,0.5818652665047078,0.5221264934321769,0.9457846462409557,0.9028766470629959,0.019522570697994124,0.6313774363954292,0.0
699,tcp,http,SF,2116,1500,0,2,1,0,4,1,4,1,1,0,1,1,1,3,1,1,44,20,0.4580286165838686,0.7066041289942178,0.615069754014698,0.6707650254430357,0.9265853832183811,0.12331849107529225,0.7828486179866575,353,200,0.7876768403357541,0.6879100914553243,0.05534978921809519,0.4015417380052825,0.929858500500561,0.39448463134750533,0.830689605198014,0.5965160006986309,0.0
975,udp,http,S0,13201,10455,1,1,0,0,9,0,1,1,0,0,0,0,3,0,1,1,897,121,0.6679851536902557,0.5772466181030191,0.7001607412436399,0.6832467895805817,0.7104218150124118,0.40097032668835175,0.8455108108405605,230,224,0.31103666726033696,0.8639548220095106,0.1445797102395847,0.3004887586326389,0.3814153437833565,0.9811311957115507,0.14410396303296602,0.31815218580416005,1.0
782,tcp,telnet,RSTO,6166,3294,0,1,2,1,0,1,4,1,0,3,1,0,3,0,0,1,342,69,0.7521143326969748,0.635323346708321,0.9620584989413515,0.24465505460471304,0.41892362479291867,0.3507097879920843,0.7990821457719545,316,141,0.3268932630556065,0.2988631887868677,0.6952584007554335,0.8032634006271282,0.07866205831425865,0.7590280480512028,0.9746784108071161,0.45142300360497034,0.0
189,udp,http,SF,814,5085,1,0,1,2,4,1,1,1,0,4,1,1,0,4,0,0,15,351,0.5128747423052678,0.19648696695621115,0.5089590404220475,0.42130088163336465,0.5172721697543106,0.7728400834265033,0.5084790353080261,265,380,0.010798392389511968,0.1929840079390286,0.14214085359791773,0.2720025737309897,0.17187370253924683,0.5114810467883832,0.6038739118261901,0.24696322416182093,0.0
957,tcp,private,RSTO,16829,18537,1,1,2,1,5,0,4,0,0,0,0,0,4,3,1,0,566,360,0.8115808768722899,0.7346449554687414,0.5583014832144004,0.6838935427402818,0.08421301117709834,0.8031705116327311,0.23290183864948166,181,367,0.7010112670950407,0.11618057425408912,0.6397752015704224,0.722943424389447,0.05922330539660747,0.6440264371119441,0.7349829716298955,0.7898857379518428,1.0
686,tcp,smtp,SF,8554,9126,1,2,1,2,0,0,4,1,1,0,0,0,2,2,0,0,194,47,0.5960501157609502,0.04149732550990637,0.2786943159285258,0.877120467662288,0.9845758963761131,0.153412882389088,0.8453299756887267,339,83,0.11326975306468579,0.6162540405708125,0.054684620753365554,0.20619707925520225,0.10539693482914003,0.10222417113194449,0.11048362796806488,0.6345349333661077,0.0
957,icmp,smtp,REJ,2443,3042,1,2,1,1,1,1,1,0,0,2,4,0,3,2,1,0,495,490,0.995734452051323,0.3220675351957297,0.95887187319041,0.24317998026422594,0.6664073046949189,0.3665511873792262,0.7271628097401385,64,142,0.7728805774635181,0.4438559911405694,0.4073822791191404,0.24985379607832958,0.18465124589369764,0.8445215313136548,0.8621040734514801,0.5327116220389853,0.0
562,icmp,http,SF,7783,4497,1,1,1,1,4,1,3,1,0,1,4,0,4,3,1,1,8,38,0.43526227965655384,0.559744661333675,0.14281430447286736,0.5505706345413642,0.2854040684634225,0.3733531610318317,0.9807611743888516,332,351,0.4918678219172068,0.18801571719628896,0.17740947012118236,0.33646116257721226,0.34109431658740175,0.5823574550639659,0.8391923428715384,0.3925261984178272,0.0
875,tcp,telnet,RSTO,984,1466,0,1,0,0,3,0,4,0,0,3,0,0,2,2,0,0,315,286,0.9206914007786196,0.8579349139973288,0.579829576047725,0.19249315063582706,0.5858083942152443,0.15141044393608505,0.15569259775593292,0,32,0.7842798149545691,0.6531367332918554,0.10963628253518642,0.5891563773937882,0.5435396465750758,0.9860674802096018,0.6529927315417177,0.29138438602073213,0.0
566,tcp,telnet,REJ,7790,3561,0,0,0,2,1,0,2,0,0,3,2,1,3,0,0,1,333,489,0.3450168399245661,0.6669274474586807,0.2825502675186389,0.10187876413955654,0.10948236606899397,0.7984535050511905,0.22566458305205506,132,400,0.5839265391977413,0.1484831830052844,0.5670327835012275,0.4544223191595411,0.711682059355086,0.6364287437528491,0.5022748645953874,0.8227364860434314,0.0
243,icmp,private,REJ,9831,614,1,1,0,1,0,0,3,0,1,1,4,1,2,2,1,1,332,9,0.054732706924985886,0.43539632339975143,0.2790082903477966,0.9111205013919575,0.9658366688075836,0.7072283283354233,0.2117981498815027,79,151,0.08243327201899076,0.5543007058479525,0.9283357720056218,0.7451448098278204,0.21092733610651193,0.8341115832663251,0.7214891731316725,0.451407670433569,0.0
831,icmp,http,REJ,12343,10106,1,0,2,1,9,1,1,1,1,0,2,0,4,2,1,0,896,29,0.6430300258296427,0.7584183838672496,0.6316818094990396,0.6049323386395606,0.17478498788336594,0.19038178629703473,0.7925397676213367,270,157,0.7656523367051831,0.5271483816252647,0.054787047923548826,0.2135673003361923,0.6725224042381394,0.7997627427952397,0.005928215336878151,0.5014474198416727,1.0
504,icmp,smtp,RSTO,3531,7693,0,0,2,0,0,0,3,0,1,2,0,0,1,3,0,0,14,243,0.4186951433276842,0.7192452005758319,0.9987929358156545,0.7600349018031739,0.6480303180552142,0.36672190859379905,0.18690729645011817,240,445,0.06979948489474974,0.7342278011860833,0.4215542482180342,0.010672287848834117,0.7042590745024196,0.34546115146826883,0.5924407553984594,0.5208287305407416,0.0
130,udp,telnet,S0,7147,9374,0,2,0,0,4,0,0,0,0,2,4,0,4,3,1,0,326,273,0.219634928594569,0.93016520286255,0.054966306839822066,0.04876631881314042,0.24545446253893044,0.10580502485651422,0.0666598298233061,27,140,0.47870172056933225,0.055109639940666755,0.7075354377454437,0.77655747178522,0.5586223368661895,0.25961062523321166,0.8474061349292366,0.44836693543157646,0.0
484,tcp,http,S0,15280,10870,0,2,2,2,8,1,0,1,1,3,1,1,0,2,0,0,607,443,0.6137241270323999,0.5015608256782048,0.6517550624390558,0.5543037011732463,0.7175613826485358,0.6282065970930439,0.9985608065856286,222,445,0.1723492141449633,0.8878729318513303,0.462687831687827,0.8216493338800724,0.9036178697987106,0.43049358343151,0.35689988717475485,0.25608842623842376,1.0
818,icmp,telnet,S0,3876,7138,0,2,1,1,1,1,4,0,0,2,0,1,2,1,1,1,225,87,0.9150015377475272,0.2589042747931396,0.08257215803527718,0.43804407590538375,0.7768213672402811,0.12137192454861967,0.024817211445149145,22,250,0.752335177977885,0.7029917261468195,0.8064959461052452,0.05948016310838955,0.11099481392181065,0.46724134440883713,0.10828935648291682,0.12034044024305202,0.0
646,tcp,telnet,RSTO,5959,2667,1,2,1,2,3,1,4,1,1,1,3,0,1,3,1,1,424,243,0.843879411230929,0.052826686364721986,0.15452082999051897,0.34239512329585964,0.6734197289114326,0.9859341686249178,0.8352440601588657,495,302,0.9115912278061266,0.21612599834876223,0.17964531586413168,0.6109075221583965,0.17712145760241949,0.24008470193664389,0.42087724974320617,0.0985372671677407,0.0
20,udp,smtp,REJ,126,7980,1,1,1,1,1,1,2,1,1,0,2,0,2,4,0,0,277,380,0.7422922314869471,0.7260848514838505,0.4395629417728987,0.5464763610253764,0.6144994602551925,0.7806820746878623,0.3653668415506528,108,111,0.5541261633582742,0.18340534860973967,0.9595942050277405,0.37820678387307793,0.42866482438948483,0.8945978733509719,0.7271044490585069,0.7574625233406886,0.0
840,udp,ftp,S0,12846,18662,0,2,0,2,9,1,3,0,1,1,0,1,2,4,0,1,969,328,0.5621183527779046,0.7897470913951306,0.8325664300918627,0.7194543701031194,0.8924690939520117,0.39023854958399506,0.8416154597578153,106,143,0.5271472942991805,0.4316602141437834,0.3851626277725405,0.7938956551945168,0.12671273523423887,0.542547862300646,0.10730121037067253,0.22352782230151136,1.0
166,icmp,private,RSTO,8795,2983,1,1,2,0,0,0,0,0,1,4,0,0,3,0,0,1,112,478,0.12036357620998606,0.3027751282719672,0.258792408364524,0.7566465493523988,0.07862671098975804,0.5785639322793544,0.554620491211145,144,449,0.7639631963256179,0.8175653295445969,0.3415696329442751,0.8744145541964785,0.5662961437240874,0.9784443921535696,0.20604856021288998,0.05567281495397558,0.0
273,udp,private,S0,6024,4278,0,2,0,1,0,0,4,1,1,3,4,1,0,2,1,1,484,14,0.06760474947238315,0.5324709078838974,0.3164571308744162,0.5824350768882959,0.3309147657801952,0.9113418162164088,0.9016312294863601,368,208,0.005078812975727209,0.8429499931391071,0.8746057945031659,0.8510037667972491,0.3984004666094244,0.8100177780462633,0.14755184682869993,0.797517406695886,0.0
387,tcp,smtp,SF,5109,7126,1,1,2,2,0,1,3,0,0,2,4,1,2,1,1,0,427,3,0.7240291887729212,0.5644165877797477,0.08696702025593306,0.18659009687316752,0.24828747963084596,0.5540992803958261,0.9261929864146267,353,223,0.9177586426351607,0.520456092139383,0.5638670318917666,0.7772042473508521,0.28459579453591843,0.555704860391946,0.7969477555752249,0.154061652860648,0.0
600,icmp,telnet,S0,4146,8230,0,0,1,0,1,1,4,1,1,4,4,0,4,0,1,1,0,190,0.9288079606878853,0.600583196987136,0.3032197838442505,0.1882321997690456,0.9880139620654216,0.17449848639795518,0.009098181280775997,396,42,0.1974488170911317,0.8608108626867375,0.5164443419028215,0.26905222874216295,0.16998981301763727,0.9470402781443592,0.06289262245248683,0.625146091733354,0.0
315,tcp,http,S0,7196,7694,1,1,0,0,1,1,4,1,0,2,3,1,4,2,1,0,265,167,0.430535820913037,0.16625533034970064,0.9665584393805441,0.18424865157267423,0.3893897796668735,0.3787033555811593,0.07541217599278827,397,263,0.9841188838262372,0.005443709191690571,0.7269779195284309,0.8118896435683167,0.3353382383482103,0.5048748150953071,0.686586502114433,0.3386432714478632,0.0
